file,key,english_text
t_ingame.php,alliance.no_applications,"No applications found"
t_ingame.php,alliance.accept_btn,accept
t_ingame.php,alliance.deny_btn,"Deny applicant"
t_ingame.php,alliance.report_btn,"Report application"
t_ingame.php,alliance.app_date,"Application date"
t_ingame.php,alliance.answer_btn,answer
t_ingame.php,alliance.reason_label,Reason
t_ingame.php,alliance.apply_title,"Apply to Alliance"
t_ingame.php,alliance.apply_heading,"Application to"
t_ingame.php,alliance.send_application_btn,"Send application"
t_ingame.php,alliance.chars_remaining,"Characters remaining"
t_ingame.php,alliance.msg_too_long,"Message is too long (max 2000 characters)"
t_ingame.php,alliance.addressee,To
t_ingame.php,alliance.all_players,"all players"
t_ingame.php,alliance.only_rank,"only rank:"
t_ingame.php,alliance.info_title,"Alliance Information"
t_ingame.php,alliance.apply_confirm,"Do you want to apply to this alliance?"
t_ingame.php,alliance.redirect_confirm,"By following this link, you will leave OGame. Do you wish to continue?"
t_ingame.php,alliance.select_class_title,"Select alliance class"
t_ingame.php,alliance.class_warriors,"Warriors (Alliance)"
t_ingame.php,alliance.class_traders,"Traders (Alliance)"
t_ingame.php,alliance.class_researchers,"Researchers (Alliance)"
t_ingame.php,alliance.buy_for,"Buy for"
t_ingame.php,alliance.no_dark_matter,"There is not enough dark matter available"
t_ingame.php,alliance.loca_deactivate,Deactivate
t_ingame.php,alliance.loca_activate_dm,"Do you want to activate the alliance class #allianceClassName# for #darkmatter# Dark Matter? In doing so, you will lose your current alliance class."
t_ingame.php,alliance.loca_activate_item,"Do you want to activate the alliance class #allianceClassName#? In doing so, you will lose your current alliance class."
t_ingame.php,alliance.loca_deactivate_note,"Do you really want to deactivate the alliance class #allianceClassName#? Reactivation requires an alliance class change item for 500,000 Dark Matter."
t_ingame.php,alliance.loca_class_change_append,"<br><br>Current alliance class: #currentAllianceClassName#<br><br>Last changed on: #lastAllianceClassChange#"
t_ingame.php,alliance.loca_no_dm,"Not enough Dark Matter available! Do you want to buy some now?"
t_ingame.php,alliance.loca_reference,Reference
t_ingame.php,alliance.warrior_bonus_1,"+10% speed for ships flying between alliance members"
t_ingame.php,alliance.warrior_bonus_2,"+1 combat research levels"
t_ingame.php,alliance.warrior_bonus_3,"+1 espionage research levels"
t_ingame.php,alliance.warrior_bonus_4,"The espionage system can be used to scan whole systems."
t_ingame.php,alliance.trader_bonus_1,"+10% speed for transporters"
t_ingame.php,alliance.trader_bonus_2,"+5% mine production"
t_ingame.php,alliance.trader_bonus_3,"+5% energy production"
t_ingame.php,alliance.trader_bonus_4,"+10% planet storage capacity"
t_ingame.php,alliance.trader_bonus_5,"+10% moon storage capacity"
t_ingame.php,alliance.researcher_bonus_1,"+5% larger planets on colonisation"
t_ingame.php,alliance.researcher_bonus_2,"+10% speed to expedition destination"
t_ingame.php,alliance.researcher_bonus_3,"The system phalanx can be used to scan fleet movements in whole systems."
t_ingame.php,alliance.class_not_implemented,"Alliance class system not yet implemented"
t_ingame.php,alliance.create_tag_label,"Alliance Tag (3-8 characters)"
t_ingame.php,alliance.create_name_label,"Alliance name (3-30 characters)"
t_ingame.php,alliance.loca_ally_tag_chars,"Alliance-Tag (3-30 characters)"
t_ingame.php,alliance.loca_ally_name_chars,"Alliance-Name (3-8 characters)"
t_ingame.php,alliance.loca_ally_name_label,"Alliance name (3-30 characters)"
t_ingame.php,alliance.loca_ally_tag_label,"Alliance Tag (3-8 characters)"
t_ingame.php,alliance.validation_min_chars,"Not enough characters"
t_ingame.php,alliance.validation_special,"Contains invalid characters."
t_ingame.php,alliance.validation_underscore,"Your name may not start or end with an underscore."
t_ingame.php,alliance.validation_hyphen,"Your name may not start or finish with a hyphen."
t_ingame.php,alliance.validation_space,"Your name may not start or end with a space."
t_ingame.php,alliance.validation_max_underscores,"Your name may not contain more than 3 underscores in total."
t_ingame.php,alliance.validation_max_hyphens,"Your name may not contain more than 3 hyphens."
t_ingame.php,alliance.validation_max_spaces,"Your name may not include more than 3 spaces in total."
t_ingame.php,alliance.validation_consec_underscores,"You may not use two or more underscores one after the other."
t_ingame.php,alliance.validation_consec_hyphens,"You may not use two or more hyphens consecutively."
t_ingame.php,alliance.validation_consec_spaces,"You may not use two or more spaces one after the other."
t_ingame.php,alliance.confirm_leave,"Are you sure you want to leave the alliance?"
t_ingame.php,alliance.confirm_kick,"Are you sure you want to kick :username from the alliance?"
t_ingame.php,alliance.confirm_deny,"Are you sure you want to deny this application?"
t_ingame.php,alliance.confirm_deny_title,"Deny application"
t_ingame.php,alliance.confirm_disband,"Really delete alliance?"
t_ingame.php,alliance.confirm_pass_on,"Are you sure you want to pass on your alliance?"
t_ingame.php,alliance.confirm_takeover,"Are you sure that you want to take over this alliance?"
t_ingame.php,alliance.confirm_abandon,"Abandon this alliance?"
t_ingame.php,alliance.confirm_takeover_long,"Take over this alliance?"
t_ingame.php,alliance.msg_already_in,"You are already in an alliance"
t_ingame.php,alliance.msg_not_in_alliance,"You are not in an alliance"
t_ingame.php,alliance.msg_not_found,"Alliance not found"
t_ingame.php,alliance.msg_id_required,"Alliance ID is required"
t_ingame.php,alliance.msg_closed,"This alliance is closed for applications"
t_ingame.php,alliance.msg_created,"Alliance created successfully"
t_ingame.php,alliance.msg_applied,"Application submitted successfully"
t_ingame.php,alliance.msg_accepted,"Application accepted"
t_ingame.php,alliance.msg_rejected,"Application rejected"
t_ingame.php,alliance.msg_kicked,"Member kicked from alliance"
t_ingame.php,alliance.msg_kicked_success,"Member kicked successfully"
t_ingame.php,alliance.msg_left,"You have left the alliance"
t_ingame.php,alliance.msg_rank_assigned,"Rank assigned"
t_ingame.php,alliance.msg_rank_assigned_to,"Rank assigned successfully to :name"
t_ingame.php,alliance.msg_ranks_assigned,"Ranks assigned successfully"
t_ingame.php,alliance.msg_rank_perms_updated,"Rank permissions updated"
t_ingame.php,alliance.msg_texts_updated,"Alliance texts updated"
t_ingame.php,alliance.msg_text_updated,"Alliance text updated"
t_ingame.php,alliance.msg_settings_updated,"Alliance settings updated"
t_ingame.php,alliance.msg_tag_updated,"Alliance tag updated"
t_ingame.php,alliance.msg_name_updated,"Alliance name updated"
t_ingame.php,alliance.msg_tag_name_updated,"Alliance tag and name updated"
t_ingame.php,alliance.msg_disbanded,"Alliance disbanded"
t_ingame.php,alliance.msg_broadcast_sent,"Broadcast message sent successfully"
t_ingame.php,alliance.msg_rank_created,"Rank created successfully"
t_ingame.php,alliance.msg_apply_success,"Application submitted successfully"
t_ingame.php,alliance.msg_apply_error,"Failed to submit application"
t_ingame.php,alliance.msg_leave_error,"Failed to leave alliance"
t_ingame.php,alliance.msg_assign_error,"Failed to assign ranks"
t_ingame.php,alliance.msg_kick_error,"Failed to kick member"
t_ingame.php,alliance.msg_invalid_action,"Invalid action"
t_ingame.php,alliance.msg_error,"An error occurred"
t_ingame.php,alliance.rank_founder_default,Founder
t_ingame.php,alliance.rank_newcomer_default,Newcomer
t_ingame.php,techtree.tab_techtree,Techtree
t_ingame.php,techtree.tab_applications,Applications
t_ingame.php,techtree.tab_techinfo,Techinfo
t_ingame.php,techtree.no_requirements,"No requirements available"
t_ingame.php,techtree.is_requirement_for,"is a requirement for"
t_ingame.php,techtree.level,Level
t_ingame.php,techtree.col_level,Level
t_ingame.php,techtree.col_difference,Difference
t_ingame.php,techtree.col_diff_per_level,Difference/Level
t_ingame.php,techtree.col_protected,Protected
t_ingame.php,techtree.col_protected_percent,"Protected (Percent)"
t_ingame.php,techtree.production_energy_balance,"Energy Balance"
t_ingame.php,techtree.production_per_hour,Production/h
t_ingame.php,techtree.production_deuterium_consumption,"Deuterium consumption"
t_ingame.php,techtree.properties_technical_data,"Technical data"
t_ingame.php,techtree.properties_structural_integrity,"Structural Integrity"
t_ingame.php,techtree.properties_shield_strength,"Shield Strength"
t_ingame.php,techtree.properties_attack_strength,"Attack Strength"
t_ingame.php,techtree.properties_speed,Speed
t_ingame.php,techtree.properties_cargo_capacity,"Cargo Capacity"
t_ingame.php,techtree.properties_fuel_usage,"Fuel usage (Deuterium)"
t_ingame.php,techtree.tooltip_basic_value,"Basic value"
t_ingame.php,techtree.rapidfire_from,"Rapidfire from"
t_ingame.php,techtree.rapidfire_against,"Rapidfire against"
t_ingame.php,techtree.storage_capacity,"Storage cap."
t_ingame.php,techtree.plasma_metal_bonus,"Metal bonus %"
t_ingame.php,techtree.plasma_crystal_bonus,"Crystal bonus %"
t_ingame.php,techtree.plasma_deuterium_bonus,"Deuterium bonus %"
t_ingame.php,techtree.astrophysics_max_colonies,"Maximum colonies"
t_ingame.php,techtree.astrophysics_max_expeditions,"Maximum expeditions"
t_ingame.php,techtree.astrophysics_note_1,"Positions 3 and 13 can be populated from level 4 onwards."
t_ingame.php,techtree.astrophysics_note_2,"Positions 2 and 14 can be populated from level 6 onwards."
t_ingame.php,techtree.astrophysics_note_3,"Positions 1 and 15 can be populated from level 8 onwards."
t_ingame.php,options.section_playername,"Players Name"
t_ingame.php,options.your_player_name,"Your player name:"
t_ingame.php,options.new_player_name,"New player name:"
t_ingame.php,options.username_change_once_week,"You can change your username once per week."
t_ingame.php,options.username_change_hint,"To do so, click on your name or the settings at the top of the screen."
t_ingame.php,options.section_password,"Change password"
t_ingame.php,options.old_password,"Enter old password:"
t_ingame.php,options.new_password,"New password (at least 4 characters):"
t_ingame.php,options.repeat_password,"Repeat the new password:"
t_ingame.php,options.password_check,"Password check:"
t_ingame.php,options.password_strength_low,Low
t_ingame.php,options.password_strength_medium,Medium
t_ingame.php,options.password_strength_high,High
t_ingame.php,options.password_properties_title,"The password should contain the following properties"
t_ingame.php,options.password_min_max,"min. 4 characters, max. 128 characters"
t_ingame.php,options.password_mixed_case,"Upper and lower case"
t_ingame.php,options.password_special_chars,"Special characters (e.g. !?:_., )"
t_ingame.php,options.password_numbers,Numbers
t_ingame.php,options.password_length_hint,"Your password needs to have at least <strong>4 characters</strong> and may not be longer than <strong>128 characters</strong>."
t_ingame.php,options.section_email,"Email address"
t_ingame.php,options.current_email,"Current email address:"
t_ingame.php,options.send_validation_link,"Send validation link"
t_ingame.php,options.email_sent_success,"Email has been sent successfully!"
t_ingame.php,options.email_sent_error,"Error! Account is already validated or the email could not be sent!"
t_ingame.php,options.email_too_many_requests,"You've already requested too many emails!"
t_ingame.php,options.new_email,"New email address:"
t_ingame.php,options.new_email_confirm,"New email address (to confirmation):"
t_ingame.php,options.enter_password_confirm,"Enter password (as confirmation):"
t_ingame.php,options.email_warning,"Warning! After a successful account validation, a renewed change of email address is only possible after a period of <b>7 days</b>."
t_ingame.php,options.msg_language_changed,"Language preference saved."
t_ingame.php,options.show_mobile_version,"Show mobile version:"
t_ingame.php,options.show_alt_dropdowns,"Show alternative drop downs:"
t_ingame.php,options.sort_order_up,up
t_ingame.php,options.sort_order_down,down
t_ingame.php,options.popup_combat_reports,"Combat reports in an extra window:"
t_ingame.php,options.hide_report_pictures,"Hide pictures in reports:"
t_ingame.php,options.msgs_per_page,"Amount of displayed messages per page:"
t_ingame.php,options.auctioneer_notifications,"Auctioneer notification:"
t_ingame.php,options.economy_notifications,"Create economy messages:"
t_ingame.php,options.vacation_active,"You are currently in vacation mode."
t_ingame.php,options.vacation_can_deactivate_after,"You can deactivate it after:"
t_ingame.php,options.vacation_cannot_activate,"Vacation mode can not be activated (Active fleets)"
t_ingame.php,options.vacation_deactivate_btn,Deactivate
t_ingame.php,options.validation_not_enough_chars,"Not enough characters"
t_ingame.php,options.validation_pw_too_short,"The entered password is too short (min. 4 characters)"
t_ingame.php,options.validation_pw_too_long,"The entered password is too long (max. 20 characters)"
t_ingame.php,options.validation_invalid_email,"You need to enter a valid email address!"
t_ingame.php,options.validation_special_chars,"Contains invalid characters."
t_ingame.php,options.validation_no_begin_end_underscore,"Your name may not start or end with an underscore."
t_ingame.php,options.validation_no_begin_end_hyphen,"Your name may not start or finish with a hyphen."
t_ingame.php,options.validation_no_begin_end_whitespace,"Your name may not start or end with a space."
t_ingame.php,options.validation_max_three_underscores,"Your name may not contain more than 3 underscores in total."
t_ingame.php,options.validation_max_three_hyphens,"Your name may not contain more than 3 hyphens."
t_ingame.php,options.validation_max_three_spaces,"Your name may not include more than 3 spaces in total."
t_ingame.php,options.validation_no_consecutive_underscores,"You may not use two or more underscores one after the other."
t_ingame.php,options.validation_no_consecutive_hyphens,"You may not use two or more hyphens consecutively."
t_ingame.php,options.validation_no_consecutive_spaces,"You may not use two or more spaces one after the other."
t_ingame.php,options.js_change_name_title,"New player name"
t_ingame.php,options.js_change_name_question,"Are you sure you want to change your player name to %newName%?"
t_ingame.php,options.js_planet_move_question,"Caution! This mission may still be running once the relocation period starts and if this is the case, the process will be cancelled. Do you really want to continue with this job?"
t_ingame.php,options.js_tab_disabled,"To use this option you have to be validated and cannot be in vacation mode!"
t_ingame.php,options.js_vacation_question,"Do you want to activate vacation mode? You can only end your vacation after 2 days."
t_ingame.php,options.msg_settings_saved,"Settings saved"
t_ingame.php,options.msg_password_incorrect,"The current password you entered is incorrect."
t_ingame.php,options.msg_password_mismatch,"The new passwords do not match."
t_ingame.php,options.msg_password_length_invalid,"The new password must be between 4 and 128 characters."
t_ingame.php,options.msg_vacation_activated,"Vacation mode has been activated. It will protect you from new attacks for a minimum of 48 hours."
t_ingame.php,options.msg_vacation_deactivated,"Vacation mode has been deactivated."
t_ingame.php,options.msg_vacation_min_duration,"You can only deactivate vacation mode after the minimum duration of 48 hours has passed."
t_ingame.php,options.msg_vacation_fleets_in_transit,"You cannot activate vacation mode while you have fleets in transit."
t_ingame.php,options.msg_probes_min_one,"Espionage probes amount must be at least 1"
t_ingame.php,layout.player,Player
t_ingame.php,layout.change_player_name,"Change player name"
t_ingame.php,layout.notes_overlay_title,"My notes"
t_ingame.php,layout.search_overlay_title,"Search Universe"
t_ingame.php,layout.unread_messages,"unread message(s)"
t_ingame.php,layout.under_attack,"You are under attack!"
t_ingame.php,layout.class_none,"No class selected"
t_ingame.php,layout.class_selected,"Your class: :name"
t_ingame.php,layout.class_click_select,"Click to select a character class"
t_ingame.php,layout.res_available,Available
t_ingame.php,layout.res_current_production,"Current production"
t_ingame.php,layout.res_den_capacity,"Den Capacity"
t_ingame.php,layout.res_consumption,Consumption
t_ingame.php,layout.res_purchase_dm,"Purchase Dark Matter"
t_ingame.php,layout.res_dark_matter,"Dark Matter"
t_ingame.php,layout.menu_defense,Defense
t_ingame.php,layout.menu_directives,Directives
t_ingame.php,layout.contacts_online,":count Contact(s) online"
t_ingame.php,layout.back_to_top,"Back to top"
t_ingame.php,layout.all_rights_reserved,"All rights reserved."
t_ingame.php,layout.patch_notes,"Patch notes"
t_ingame.php,layout.help,Help
t_ingame.php,layout.board,Board
t_ingame.php,layout.js_internal_error,"A previously unknown error has occurred. Unfortunately your last action couldn't be executed!"
t_ingame.php,layout.js_notify_info,Info
t_ingame.php,layout.js_notify_success,Success
t_ingame.php,layout.js_notify_warning,Warning
t_ingame.php,layout.js_combatsim_planning,Planning
t_ingame.php,layout.js_combatsim_pending,"Simulation running..."
t_ingame.php,layout.js_combatsim_done,Complete
t_ingame.php,layout.js_msg_restore,restore
t_ingame.php,layout.js_msg_delete,delete
t_ingame.php,layout.js_copied,"Copied to clipboard"
t_ingame.php,layout.js_report_operator,"Report this message to a game operator?"
t_ingame.php,layout.js_time_done,done
t_ingame.php,layout.js_question,Question
t_ingame.php,layout.js_ok,Ok
t_ingame.php,layout.js_outlaw_warning,"You are about to attack a stronger player. If you do this, your attack defenses will be shut down for 7 days and all players will be able to attack you without punishment. Are you sure you want to continue?"
t_ingame.php,layout.js_last_slot_moon,"This building will use the last available building slot. Expand your Lunar Base to receive more space. Are you sure you want to build this building?"
t_ingame.php,layout.js_last_slot_planet,"This building will use the last available building slot. Expand your Terraformer or buy a Planet Field item to obtain more slots. Are you sure you want to build this building?"
t_ingame.php,layout.js_forced_vacation,"Some game features are unavailable until your account is validated."
t_ingame.php,layout.js_planet_lock,"Lock arrangement"
t_ingame.php,layout.js_planet_unlock,"Unlock arrangement"
t_ingame.php,layout.js_activate_item_question,"Would you like to replace the existing item? The old bonus will be lost in the process."
t_ingame.php,layout.js_activate_item_header,"Replace item?"
t_ingame.php,layout.chat_text_empty,"Where is the message?"
t_ingame.php,layout.chat_text_too_long,"The message is too long."
t_ingame.php,layout.chat_same_user,"You cannot write to yourself."
t_ingame.php,layout.chat_ignored_user,"You have ignored this player."
t_ingame.php,layout.chat_not_activated,"This function is only available after your accounts activation."
t_ingame.php,layout.chat_new_chats,"#+# unread message(s)"
t_ingame.php,layout.chat_more_users,"show more"
t_ingame.php,layout.eventbox_mission,Mission
t_ingame.php,layout.eventbox_missions,Missions
t_ingame.php,layout.eventbox_next,Next
t_ingame.php,layout.eventbox_type,Type
t_ingame.php,layout.eventbox_own,own
t_ingame.php,layout.eventbox_friendly,friendly
t_ingame.php,layout.eventbox_hostile,hostile
t_ingame.php,layout.planet_move_ask_title,"Resettle Planet"
t_ingame.php,layout.planet_move_ask_cancel,"Are you sure that you wish to cancel this planet relocation? The normal waiting time will thereby be maintained."
t_ingame.php,layout.planet_move_success,"The planet relocation was successfully cancelled."
t_ingame.php,layout.premium_building_half,"Do you want to reduce the construction time by 50% of the total construction time () for <b>750 Dark Matter<\/b>?"
t_ingame.php,layout.premium_building_full,"Do you want to immediately complete the construction order for <b>750 Dark Matter<\/b>?"
t_ingame.php,layout.premium_ships_half,"Do you want to reduce the construction time by 50% of the total construction time () for <b>750 Dark Matter<\/b>?"
t_ingame.php,layout.premium_ships_full,"Do you want to immediately complete the construction order for <b>750 Dark Matter<\/b>?"
t_ingame.php,layout.premium_research_half,"Do you want to reduce the research time by 50% of the total research time () for <b>750 Dark Matter<\/b>?"
t_ingame.php,layout.premium_research_full,"Do you want to immediately complete the research order for <b>750 Dark Matter<\/b>?"
t_ingame.php,layout.loca_error_not_enough_dm,"Not enough Dark Matter available! Do you want to buy some now?"
t_ingame.php,layout.loca_notice,Reference
t_ingame.php,layout.loca_planet_giveup,"Are you sure you want to abandon the planet %planetName% %planetCoordinates%?"
t_ingame.php,layout.loca_moon_giveup,"Are you sure you want to abandon the moon %planetName% %planetCoordinates%?"
t_ingame.php,layout.no_ships_in_wreck,"No ships in the wreck field."
t_ingame.php,layout.no_wreck_available,"No wreck field available."
t_ingame.php,highscore.player_highscore,"Player highscore"
t_ingame.php,highscore.alliance_highscore,"Alliance highscore"
t_ingame.php,highscore.own_position,"Own position"
t_ingame.php,highscore.own_position_hidden,"Own position (-)"
t_ingame.php,highscore.points,Points
t_ingame.php,highscore.military,Military
t_ingame.php,highscore.military_built,"Military points built"
t_ingame.php,highscore.military_destroyed,"Military points destroyed"
t_ingame.php,highscore.military_lost,"Military points lost"
t_ingame.php,highscore.honour_points,"Honour points"
t_ingame.php,highscore.position,Position
t_ingame.php,highscore.player_name_honour,"Player's Name (Honour points)"
t_ingame.php,highscore.member,Member
t_ingame.php,highscore.average_points,"Average points"
t_ingame.php,highscore.no_alliances_found,"No alliances found"
t_ingame.php,highscore.write_message,"Write message"
t_ingame.php,highscore.buddy_request,"Buddy request"
t_ingame.php,highscore.buddy_request_to,"Buddy request to"
t_ingame.php,highscore.total_ships,"Total ships"
t_ingame.php,highscore.buddy_request_sent,"Buddy request sent successfully!"
t_ingame.php,highscore.buddy_request_failed,"Failed to send buddy request."
t_ingame.php,highscore.are_you_sure_ignore,"Are you sure you want to ignore"
t_ingame.php,highscore.player_ignored,"Player ignored successfully!"
t_ingame.php,highscore.player_ignored_failed,"Failed to ignore player."
t_ingame.php,premium.your_officers,"Your officers"
t_ingame.php,premium.intro_text,"With your officers you can lead your empire to a size beyond your wildest dreams - all you need is some Dark Matter and your workers and advisers will work even harder!"
t_ingame.php,premium.info_dark_matter,"More information about: Dark Matter"
t_ingame.php,premium.info_commander,"More information about: Commander"
t_ingame.php,premium.info_admiral,"More information about: Admiral"
t_ingame.php,premium.info_engineer,"More information about: Engineer"
t_ingame.php,premium.info_geologist,"More information about: Geologist"
t_ingame.php,premium.info_technocrat,"More information about: Technocrat"
t_ingame.php,premium.info_commanding_staff,"More information about: Commanding Staff"
t_ingame.php,premium.hire_commander_tooltip,"Hire commander|+40 favorites, building queue, shortcuts, transport scanner, advertisement-free* <span style='font-size: 10px; line-height: 10px'>(*excludes: game related references)</span>"
t_ingame.php,premium.hire_admiral_tooltip,"Hire admiral|Max. fleet slots +2,
Max. expeditions +1,
Improved fleet escape rate,
Combat simulation save slots +20"
t_ingame.php,premium.hire_engineer_tooltip,"Hire engineer|Halves losses to defenses, +10% energy production"
t_ingame.php,premium.hire_geologist_tooltip,"Hire geologist|+10% mine production"
t_ingame.php,premium.hire_technocrat_tooltip,"Hire technocrat|+2 espionage levels, 25% less research time"
t_ingame.php,premium.remaining_officers,":current of :max"
t_ingame.php,premium.benefit_fleet_slots_title,"You can dispatch more fleets at the same time."
t_ingame.php,premium.benefit_fleet_slots,"Max. fleet slots +1"
t_ingame.php,premium.benefit_energy_title,"Your power stations and solar satellites produce 2% more energy."
t_ingame.php,premium.benefit_energy,"+2% energy production"
t_ingame.php,premium.benefit_mines_title,"Your mines produce 2% more."
t_ingame.php,premium.benefit_mines,"+2% mine production"
t_ingame.php,premium.benefit_espionage_title,"1 level will be added to your espionage research."
t_ingame.php,premium.benefit_espionage,"+1 espionage levels"
t_ingame.php,premium.dark_matter_title,"Dark Matter"
t_ingame.php,premium.dark_matter_label,"Dark Matter"
t_ingame.php,premium.no_dark_matter,"You have no Dark Matter available"
t_ingame.php,premium.dark_matter_description,"Dark Matter is a rare substance that can only be stored with great effort. It allows you to generate large amounts of energy. The process of obtaining Dark Matter is complex and risky, making it extremely valuable.<br><b>Only purchased Dark Matter that is still available can protect against account deletion!</b>"
t_ingame.php,premium.dark_matter_benefits,"Dark Matter allows you to hire Officers and Commanders, pay merchant offers, move planets, and purchase items."
t_ingame.php,premium.your_balance,"Your balance"
t_ingame.php,premium.active_until,"Active until :date"
t_ingame.php,premium.active_for_days,"Active for :days more days"
t_ingame.php,premium.not_active,"Not active"
t_ingame.php,premium.days,days
t_ingame.php,premium.dm,DM
t_ingame.php,premium.advantages,Advantages:
t_ingame.php,premium.buy_dark_matter,"Purchase Dark Matter"
t_ingame.php,premium.confirm_purchase,"Hire this officer for :days days at a cost of :cost Dark Matter?"
t_ingame.php,premium.insufficient_dark_matter,"You do not have enough Dark Matter."
t_ingame.php,premium.purchase_success,"Officer successfully activated!"
t_ingame.php,premium.purchase_error,"An error occurred. Please try again."
t_ingame.php,premium.officer_commander_title,Commander
t_ingame.php,premium.officer_commander_description,"The Commander has taken on an important role in modern wars. The streamlined command structure allows information to be processed more quickly. With the Commander you will be able to keep your entire empire under control!"
t_ingame.php,premium.officer_commander_benefits,"With the Commander you will have an overview of the entire empire, one additional mission slot, and the ability to set the order of looted resources."
t_ingame.php,premium.officer_commander_benefit_favourites,"Manage favourites across your empire"
t_ingame.php,premium.officer_commander_benefit_queue,"Additional build queue slot"
t_ingame.php,premium.officer_commander_benefit_scanner,"Empire overview scanner"
t_ingame.php,premium.officer_commander_benefit_ads,"No ads"
t_ingame.php,premium.officer_admiral_title,Admiral
t_ingame.php,premium.officer_admiral_description,"The Admiral is an experienced veteran and excellent strategist. Even in the fiercest battles, he maintains an overview and stays in contact with the admirals under his command."
t_ingame.php,premium.officer_admiral_benefits,"+1 expedition slot, ability to set resource priorities after an attack, +20 battle simulator save slots."
t_ingame.php,premium.officer_admiral_benefit_fleet_slots,"+1 fleet slot"
t_ingame.php,premium.officer_admiral_benefit_expeditions,"Set resource priorities after an attack"
t_ingame.php,premium.officer_admiral_benefit_escape,"Fleet escape mode"
t_ingame.php,premium.officer_admiral_benefit_save_slots,"+20 battle simulator save slots"
t_ingame.php,premium.officer_engineer_description,"The Engineer specialises in energy and defense management. In times of peace, he increases the energy produced by planets. In the event of an enemy attack, he reduces defense losses."
t_ingame.php,premium.officer_engineer_benefits,"+10% energy produced on all planets, 50% of destroyed defenses survive the battle."
t_ingame.php,premium.officer_engineer_benefit_defence,"50% of destroyed defenses survive the battle"
t_ingame.php,premium.officer_engineer_benefit_energy,"+10% energy produced on all planets"
t_ingame.php,premium.officer_geologist_description,"The Geologist is an expert in astromineralogy and crystallography. Using appropriate equipment, he is able to locate excellent deposits, increasing mine production."
t_ingame.php,premium.officer_geologist_benefits,"+10% production of metal, crystal and deuterium on all planets."
t_ingame.php,premium.officer_geologist_benefit_mines,"+10% production of metal, crystal and deuterium on all planets"
t_ingame.php,premium.officer_technocrat_title,Technocrat
t_ingame.php,premium.officer_technocrat_description,"The Technocrat cooperative is made up of brilliant scientists. No normal human being will ever try to decipher a technocrat's code; he inspires the empire's researchers with his mere presence."
t_ingame.php,premium.officer_technocrat_benefits,"-25% research time on all technologies."
t_ingame.php,premium.officer_technocrat_benefit_espionage,"Espionage level shown without probe"
t_ingame.php,premium.officer_technocrat_benefit_research,"-25% research time on all technologies"
t_ingame.php,premium.officer_all_officers_description,"With this package you will not only secure a specialist, but an entire command staff. You will benefit from all individual officer effects, as well as the extra advantages available only with the package."
t_ingame.php,premium.officer_all_officers_benefits,"All the benefits of Commander, Admiral, Engineer, Geologist and Technocrat, plus exclusive extra bonuses available only with the full package."
t_ingame.php,premium.officer_all_officers_benefit_fleet_slots,"All fleet slot bonuses"
t_ingame.php,premium.officer_all_officers_benefit_energy,"All energy bonuses"
t_ingame.php,premium.officer_all_officers_benefit_mines,"All mine production bonuses"
t_ingame.php,premium.officer_all_officers_benefit_espionage,"All espionage bonuses"
t_ingame.php,shop.tooltip_shop,"You can buy items here."
t_ingame.php,shop.tooltip_inventory,"You can get an overview of your purchased items here."
t_ingame.php,shop.category_special_offers,"Special offers"
t_ingame.php,shop.category_all,all
t_ingame.php,shop.category_buddy_items,"Buddy Items"
t_ingame.php,shop.category_construction,Construction
t_ingame.php,shop.btn_get_more_resources,"Get more resources"
t_ingame.php,shop.btn_purchase_dark_matter,"Purchase Dark Matter"
t_ingame.php,shop.feature_coming_soon,"Feature coming soon."
t_ingame.php,shop.tier_gold,Gold
t_ingame.php,shop.tier_silver,Silver
t_ingame.php,shop.tier_bronze,Bronze
t_ingame.php,shop.tooltip_duration,Duration
t_ingame.php,shop.duration_now,now
t_ingame.php,shop.tooltip_price,Price
t_ingame.php,shop.tooltip_in_inventory,"In Inventory"
t_ingame.php,shop.dark_matter,"Dark Matter"
t_ingame.php,shop.dm_abbreviation,DM
t_ingame.php,shop.item_duration,Duration
t_ingame.php,shop.now,now
t_ingame.php,shop.item_price,Price
t_ingame.php,shop.item_in_inventory,"In Inventory"
t_ingame.php,shop.loca_extend,Extend
t_ingame.php,shop.loca_buy_activate,"Buy and activate"
t_ingame.php,shop.loca_buy_extend,"Buy and extend"
t_ingame.php,shop.loca_buy_dm,"You don't have enough Dark Matter. Would you like to purchase some now?"
t_ingame.php,search.searching,Searching...
t_ingame.php,search.search_failed,"Search failed. Please try again."
t_ingame.php,search.no_results,"No results found"
t_ingame.php,search.player_name,"Player Name"
t_ingame.php,search.planet_name,"Planet Name"
t_ingame.php,search.tag,Tag
t_ingame.php,search.alliance_name,"Alliance name"
t_ingame.php,search.member,Member
t_ingame.php,search.points,Points
t_ingame.php,search.apply_for_alliance,"Apply for this alliance"
t_ingame.php,notes.no_notes_found,"No notes found"
t_ingame.php,notes.add_note,"Add note"
t_ingame.php,notes.new_note,"New note"
t_ingame.php,notes.subject_label,Subject
t_ingame.php,notes.date_label,Date
t_ingame.php,notes.edit_note,"Edit note"
t_ingame.php,notes.select_action,"Select action"
t_ingame.php,notes.delete_marked,"Delete marked"
t_ingame.php,notes.delete_all,"Delete all"
t_ingame.php,notes.unsaved_warning,"You have unsaved changes."
t_ingame.php,notes.save_question,"Do you want to save your changes?"
